EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON
341431,SUFFOLK (ZONE), ,08/28/2011,910,Storm Surge/Tide, , ,0,0,0,0,MA,EST-5, ,56851,Z,15,BOX,0,0,Amateur Radio, , , , , , , , ,08/28/2011,1248, , , , 
350637,SUFFOLK (ZONE), ,10/29/2011,2335,Strong Wind,27.00, ,0,0,5000,0,MA,EST-5,MS,57675,Z,15,BOX,0,0,Amateur Radio, , , , , , , , ,10/30/2011,146, , , , 
350470,SUFFOLK (ZONE), ,11/23/2011,852,Coastal Flood, , ,0,0,0,0,MA,EST-5, ,58377,Z,15,BOX,0,0,Amateur Radio, , , , , , , , ,11/23/2011,915, , , , 
356231,SUFFOLK (ZONE), ,12/27/2011,2249,Strong Wind,49.00, ,0,0,5000,0,MA,EST-5,MG,59365,Z,15,BOX,0,0,ASOS, , , , , , , , ,12/27/2011,2330, , , , 
359575,SUFFOLK (ZONE), ,01/21/2012,1000,Winter Weather, , ,0,0,0,0,MA,EST-5, ,59352,Z,15,BOX,0,0,Amateur Radio, , , , , , , , ,01/21/2012,1800, , , , 
364621,SUFFOLK (ZONE), ,02/25/2012,1239,High Wind,50.00, ,0,0,10000,0,MA,EST-5,EG,60328,Z,15,BOX,0,0,Amateur Radio, , , , , , , , ,02/25/2012,1541, , , , 
377867,SUFFOLK (ZONE), ,04/12/2012,730,Drought, , ,0,0,0,0,MA,EST-5, ,63090,Z,15,BOX,0,0,Other Federal Agency, , , , , , , , ,04/30/2012,2359, , , , 
377821,SUFFOLK (ZONE), ,04/23/2012,130,High Wind,41.00, ,0,0,0,0,MA,EST-5,MS,63088,Z,15,BOX,0,0,ASOS, , , , , , , , ,04/23/2012,233, , , , 
377880,SUFFOLK (ZONE), ,05/01/2012,0,Drought, , ,0,0,0,0,MA,EST-5, ,63092,Z,15,BOX,0,0,Other Federal Agency, , , , , , , , ,05/15/2012,730, , , , 
393034,SUFFOLK (ZONE), ,06/03/2012,2105,Coastal Flood, , ,0,0,0,0,MA,EST-5, ,65651,Z,15,BOX,0,0,Amateur Radio, , , , , , , , ,06/03/2012,2222, , , , 
